"track","track_label","model","icd9","group","n","mean","sd","min","q1","median","q3","max","nearest_target","nearest_target_label","icd9_label","ccs_id","ccs_category"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","239","no reference match",2038,0.174,0.103,-0.119,0.107,0.176,0.238,0.65,"C80","Malignant neoplasm without specification of site","neoplasms of unspecified nature","30","neoplasms of unspecified nature"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","240","has a reference match",2038,0.255,0.076,0.003,0.207,0.257,0.303,0.748,"E04","Other nontoxic goitre","simple and unspecified goiter","31","thyroid disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","241","has a reference match",2038,0.213,0.086,-0.045,0.155,0.212,0.271,0.78,"E04","Other nontoxic goitre","nontoxic nodular goiter","31","thyroid disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","242","has a reference match",2038,0.268,0.081,-0.02,0.219,0.269,0.319,0.849,"E05","Thyrotoxicosis [hyperthyroidism]","thyrotoxicosis with or without goiter","31","thyroid disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","243","has a reference match",2038,0.223,0.089,-0.006,0.167,0.22,0.28,0.755,"E00","Congenital iodine-deficiency syndrome","congenital hypothyroidism","31","thyroid disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","244","has a reference match",2038,0.235,0.08,-0.025,0.184,0.235,0.287,0.756,"E03","Other hypothyroidism","acquired hypothyroidism","31","thyroid disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","245","has a reference match",2038,0.217,0.098,-0.082,0.154,0.215,0.272,1,"E06","Thyroiditis","thyroiditis","31","thyroid disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","246","has a reference match",2038,0.246,0.128,-0.068,0.151,0.226,0.324,1,"E07","Other disorders of thyroid","other disorders of thyroid","31","thyroid disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","249","no reference match",2038,0.238,0.085,-0.001,0.185,0.237,0.29,0.852,"E11","Type 2 diabetes mellitus","secondary diabetes mellitus","32","diabetes mellitus"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","250","has a reference match",2038,0.232,0.098,-0.056,0.171,0.238,0.297,0.976,"E14","Unspecified diabetes mellitus","diabetes mellitus","32","diabetes mellitus"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","251","has a reference match",2038,0.237,0.1,-0.026,0.169,0.229,0.302,0.843,"E16","Other disorders of pancreatic internal secretion","other disorders of pancreatic internal secretiondisorders of parathyroid gland","33","other endocrine disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","252","has a reference match",2038,0.175,0.083,-0.043,0.12,0.168,0.221,0.755,"E21","Hyperparathyroidism and other disorders of parathyroid gland","disorders of parathyroid gland","33","other endocrine disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","253","has a reference match",2038,0.17,0.089,-0.061,0.11,0.165,0.221,0.779,"E23","Hypofunction and other disorders of pituitary gland","disorders of the pituitary gland and its hypothalamic control","33","other endocrine disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","254","has a reference match",2038,0.195,0.089,-0.074,0.13,0.191,0.254,0.973,"E32","Diseases of thymus","diseases of thymus gland","33","other endocrine disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","255","has a reference match",2038,0.19,0.092,-0.049,0.129,0.186,0.243,0.826,"E25","Adrenogenital disorders","disorders of adrenal glands","33","other endocrine disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","256","has a reference match",2038,0.182,0.09,-0.054,0.119,0.177,0.235,1,"E28","Ovarian dysfunction","ovarian dysfunction","33","other endocrine disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","257","has a reference match",2038,0.193,0.084,-0.093,0.137,0.191,0.239,1,"E29","Testicular dysfunction","testicular dysfunction","33","other endocrine disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","258","has a reference match",2038,0.28,0.096,0,0.22,0.28,0.341,0.916,"E31","Polyglandular dysfunction","polyglandular dysfunction and related disorders","33","other endocrine disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","259","has a reference match",2038,0.255,0.134,-0.053,0.159,0.235,0.344,1,"E34","Other endocrine disorders","other endocrine disorders","33","other endocrine disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","260","has a reference match",2038,0.255,0.099,-0.006,0.185,0.243,0.315,1,"E40","Kwashiorkor","kwashiorkor","34","nutritional deficiencies"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","261","has a reference match",2038,0.27,0.093,-0.007,0.206,0.264,0.329,1,"E41","Nutritional marasmus","nutritional marasmus","34","nutritional deficiencies"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","262","has a reference match",2038,0.274,0.096,-0.019,0.208,0.267,0.339,0.831,"E43","Unspecified severe protein-energy malnutrition","other severe proteincalorie malnutrition","34","nutritional deficiencies"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","263","has a reference match",2038,0.266,0.099,-0.021,0.195,0.259,0.326,0.837,"E46","Unspecified protein-energy malnutrition","other and unspecified proteincalorie malnutrition","34","nutritional deficiencies"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","268","has a reference match",2038,0.217,0.088,-0.006,0.158,0.211,0.27,1,"E55","Vitamin D deficiency","vitamin d deficiency","34","nutritional deficiencies"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","270","has a reference match",2038,0.21,0.089,-0.019,0.149,0.206,0.264,0.803,"E72","Other disorders of amino-acid metabolism","disorders of aminoacid transport and metabolism","35","other nutritional endocrine immunity and metabolic disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","271","has a reference match",2038,0.223,0.086,-0.051,0.166,0.219,0.272,0.799,"E74","Other disorders of carbohydrate metabolism","disorders of carbohydrate transport and metabolism","35","other nutritional endocrine immunity and metabolic disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","272","has a reference match",2038,0.207,0.091,-0.022,0.147,0.203,0.261,0.724,"E78","Disorders of lipoprotein metabolism and other lipidaemias","disorders of lipoid metabolism","36","disorders of lipid metabolism"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","273","has a reference match",2038,0.193,0.085,-0.058,0.135,0.187,0.244,0.67,"E77","Disorders of glycoprotein metabolism","disorders of plasma protein metabolism","35","other nutritional endocrine immunity and metabolic disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","274","has a reference match",2038,0.26,0.091,0.001,0.201,0.258,0.318,1,"M10","Gout","gout","37","gout and other crystal arthropathies"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","275","has a reference match",2038,0.203,0.091,-0.032,0.14,0.195,0.255,1,"E83","Disorders of mineral metabolism","disorders of mineral metabolism","35","other nutritional endocrine immunity and metabolic disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","277","has a reference match",2038,0.256,0.135,-0.045,0.151,0.236,0.349,0.933,"E88","Other metabolic disorders","other and unspecified disorders of metabolism","35","other nutritional endocrine immunity and metabolic disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","278","has a reference match",2038,0.273,0.079,0.01,0.224,0.274,0.322,0.731,"E66","Obesity","overweight obesity and other hyperalimentation","35","other nutritional endocrine immunity and metabolic disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","279","has a reference match",2038,0.168,0.101,-0.092,0.097,0.165,0.235,0.703,"D89","Other disorders involving the immune mechanism, not elsewhere classified","disorders involving the immune mechanism","35","other nutritional endocrine immunity and metabolic disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","280","has a reference match",2038,0.169,0.1,-0.084,0.1,0.157,0.226,0.973,"D50","Iron deficiency anaemia","iron deficiency anemias","38","anemia"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","282","has a reference match",2038,0.169,0.082,-0.096,0.114,0.162,0.216,0.8,"D58","Other hereditary haemolytic anaemias","hereditary hemolytic anemias","38","anemia"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","283","has a reference match",2038,0.21,0.081,-0.07,0.157,0.207,0.258,0.938,"D59","Acquired haemolytic anaemia","acquired hemolytic anemias","38","anemia"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","284","has a reference match",2038,0.247,0.08,-0.005,0.192,0.245,0.296,0.786,"D61","Other aplastic anaemias","aplastic anemia and other bone marrow failure syndromes","38","anemia"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","285","has a reference match",2038,0.212,0.098,-0.073,0.142,0.204,0.275,0.934,"D64","Other anaemias","other and unspecified anemias","38","anemia"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","286","has a reference match",2038,0.21,0.083,-0.049,0.157,0.209,0.266,0.792,"D68","Other coagulation defects","coagulation defects","39","other hematologic conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","287","has a reference match",2038,0.235,0.083,-0.039,0.181,0.231,0.284,0.968,"D69","Purpura and other haemorrhagic conditions","purpura and other hemorrhagic conditions","39","other hematologic conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","288","has a reference match",2038,0.184,0.092,-0.11,0.125,0.184,0.24,0.83,"D72","Other disorders of white blood cells","diseases of white blood cells","39","other hematologic conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","289","has a reference match",2038,0.278,0.108,0.014,0.2,0.267,0.35,0.947,"D75","Other diseases of blood and blood-forming organs","other diseases of blood and bloodforming organs","39","other hematologic conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","290","has a reference match",2038,0.231,0.101,-0.063,0.161,0.229,0.295,0.965,"F03","Unspecified dementia","dementias","40","delirium dementia and other cognitive disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","291","has a reference match",2038,0.25,0.085,0.036,0.193,0.243,0.303,0.854,"F10","Mental and behavioural disorders due to use of alcohol","alcoholinduced mental disorders","41","alcohol and substancerelated disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","292","has a reference match",2038,0.216,0.092,-0.029,0.154,0.208,0.266,0.661,"F99","Mental disorder, not otherwise specified","druginduced mental disorders","41","alcohol and substancerelated disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","294","has a reference match",2038,0.294,0.115,-0.03,0.21,0.281,0.374,0.707,"F06","Other mental disorders due to brain damage and dysfunction and to physical disease","persistent mental disorders due to conditions classified elsewhere","40","delirium dementia and other cognitive disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","295","has a reference match",2038,0.222,0.088,-0.024,0.167,0.218,0.273,0.905,"F20","Schizophrenia","schizophrenic disorders","42","schizophrenia and other psychotic disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","296","has a reference match",2038,0.229,0.093,-0.037,0.164,0.227,0.288,0.728,"F34","Persistent mood [affective] disorders","episodic mood disorders","43","mood and anxiety disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","297","has a reference match",2038,0.217,0.091,-0.066,0.16,0.217,0.27,0.867,"F24","Induced delusional disorder","delusional disorders","42","schizophrenia and other psychotic disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","298","has a reference match",2038,0.286,0.113,-0.001,0.202,0.27,0.368,0.883,"F28","Other nonorganic psychotic disorders","other nonorganic psychoses","42","schizophrenia and other psychotic disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","299","has a reference match",2038,0.245,0.088,-0.004,0.189,0.242,0.296,1,"F84","Pervasive developmental disorders","pervasive developmental disorders","44","disorders usually diagnosed in infancy childhood or adolescence"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","300","has a reference match",2038,0.255,0.092,-0.008,0.197,0.255,0.311,0.759,"F44","Dissociative [conversion] disorders","anxiety dissociative and somatoform disorders","43","mood and anxiety disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","301","has a reference match",2038,0.19,0.099,-0.045,0.122,0.184,0.244,0.921,"F60","Specific personality disorders","personality disorders","45","personality disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","303","has a reference match",2038,0.22,0.088,-0.03,0.159,0.217,0.274,0.744,"F10","Mental and behavioural disorders due to use of alcohol","alcohol dependence syndrome","41","alcohol and substancerelated disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","304","has a reference match",2038,0.194,0.087,-0.077,0.134,0.195,0.248,0.671,"F55","Abuse of non-dependence-producing substances","drug dependence","41","alcohol and substancerelated disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","305","has a reference match",2038,0.196,0.08,-0.027,0.147,0.194,0.246,0.848,"F55","Abuse of non-dependence-producing substances","nondependent abuse of drugs","41","alcohol and substancerelated disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","306","has a reference match",2038,0.241,0.084,0.02,0.184,0.234,0.289,0.695,"F59","Unspecified behavioural syndromes associated with physiological disturbances and physical factors","physiological malfunction arising from mental factors","46","miscellaneous mental health disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","307","has a reference match",2038,0.301,0.114,-0.049,0.228,0.295,0.375,0.72,"R68","Other general symptoms and signs","special symptoms or syndromes not elsewhere classified","46","miscellaneous mental health disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","308","has a reference match",2038,0.2,0.078,-0.005,0.148,0.199,0.252,0.792,"F43","Reaction to severe stress, and adjustment disorders","acute reaction to stress","43","mood and anxiety disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","309","has a reference match",2038,0.193,0.083,-0.052,0.137,0.19,0.247,0.779,"F43","Reaction to severe stress, and adjustment disorders","adjustment reaction","47","adjustment disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","310","has a reference match",2038,0.267,0.092,0.009,0.205,0.264,0.318,0.777,"F06","Other mental disorders due to brain damage and dysfunction and to physical disease","specific nonpsychotic mental disorders due to brain damage","46","miscellaneous mental health disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","311","has a reference match",2038,0.267,0.104,-0.061,0.198,0.264,0.329,0.712,"F32","Depressive episode","depressive disorder not elsewhere classified","43","mood and anxiety disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","312","has a reference match",2038,0.275,0.115,-0.071,0.192,0.264,0.353,0.753,"F91","Conduct disorders","disturbance of conduct not elsewhere classified","48","attentiondeficit conduct and disruptive behavior disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","314","has a reference match",2038,0.226,0.085,-0.012,0.167,0.22,0.281,0.801,"F90","Hyperkinetic disorders","hyperkinetic syndrome of childhood","48","attentiondeficit conduct and disruptive behavior disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","315","has a reference match",2038,0.205,0.094,-0.04,0.143,0.199,0.257,0.785,"R62","Lack of expected normal physiological development","specific delays in development","49","developmental disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","316","has a reference match",2038,0.29,0.118,0.005,0.203,0.275,0.37,0.869,"F54","Psychological and behavioural factors associated with disorders or diseases classified elsewhere","psychic factors associated with diseases classified elsewhere","46","miscellaneous mental health disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","317","has a reference match",2038,0.202,0.086,-0.03,0.145,0.197,0.251,0.936,"F70","Mild mental retardation","mild intellectual disabilities","49","developmental disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","318","has a reference match",2038,0.289,0.116,-0.005,0.202,0.277,0.371,0.781,"F78","Other mental retardation","other specified intellectual disabilities","49","developmental disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","319","has a reference match",2038,0.2,0.088,-0.025,0.148,0.192,0.241,0.883,"F79","Unspecified mental retardation","unspecified intellectual disabilities","49","developmental disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","327","no reference match",2038,0.261,0.087,-0.025,0.202,0.261,0.319,0.874,"F51","Nonorganic sleep disorders","organic sleep disorders","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","330","has a reference match",2038,0.209,0.088,-0.03,0.148,0.204,0.262,0.593,"G80","Cerebral palsy","cerebral degenerations usually manifest in childhood","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","331","has a reference match",2038,0.272,0.114,-0.037,0.194,0.26,0.345,0.778,"F02","Dementia in other diseases classified elsewhere","other cerebral degenerations","40","delirium dementia and other cognitive disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","332","has a reference match",2038,0.214,0.096,-0.024,0.145,0.209,0.273,0.992,"G20","Parkinson's disease","parkinsons disease","51","parkinsons disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","333","has a reference match",2038,0.28,0.119,0.017,0.193,0.266,0.357,0.975,"G25","Other extrapyramidal and movement disorders","other extrapyramidal disease and abnormal movement disorders","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","334","has a reference match",2038,0.242,0.088,0.007,0.181,0.234,0.294,0.744,"G11","Hereditary ataxia","spinocerebellar disease","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","335","has a reference match",2038,0.238,0.087,0.012,0.174,0.233,0.298,0.588,"M42","Spinal osteochondrosis","anterior horn cell disease","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","336","has a reference match",2038,0.23,0.132,-0.056,0.134,0.207,0.306,1,"G95","Other diseases of spinal cord","other diseases of spinal cord","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","337","has a reference match",2038,0.196,0.092,-0.074,0.135,0.189,0.249,0.997,"G90","Disorders of autonomic nervous system","disorders of the autonomic nervous system","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","338","no reference match",2038,0.249,0.093,-0.07,0.189,0.242,0.304,1,"R52","Pain, not elsewhere classified","pain not elsewhere classified","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","339","no reference match",2038,0.266,0.098,-0.006,0.194,0.261,0.333,1,"G44","Other headache syndromes","other headache syndromes","52","headache including migraine"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","340","has a reference match",2038,0.239,0.096,-0.024,0.176,0.236,0.299,1,"G35","Multiple sclerosis","multiple sclerosis","53","multiple sclerosis"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","341","has a reference match",2038,0.219,0.129,-0.066,0.124,0.195,0.301,1,"G37","Other demyelinating diseases of central nervous system","other demyelinating diseases of central nervous system","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","342","has a reference match",2038,0.246,0.074,-0.014,0.197,0.243,0.291,0.909,"G81","Hemiplegia","hemiplegia and hemiparesis","54","paralysis"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","343","has a reference match",2038,0.242,0.082,0.029,0.185,0.235,0.29,0.791,"G80","Cerebral palsy","infantile cerebral palsy","54","paralysis"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","344","has a reference match",2038,0.294,0.104,0.016,0.217,0.285,0.368,1,"G83","Other paralytic syndromes","other paralytic syndromes","54","paralysis"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","345","has a reference match",2038,0.243,0.082,0.003,0.186,0.241,0.3,0.769,"G40","Epilepsy","epilepsy and recurrent seizures","55","epilepsyconvulsions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","346","has a reference match",2038,0.236,0.088,-0.017,0.177,0.231,0.289,1,"G43","Migraine","migraine","52","headache including migraine"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","347","has a reference match",2038,0.236,0.081,0.027,0.178,0.229,0.29,0.512,"F51","Nonorganic sleep disorders","cataplexy and narcolepsy","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","348","has a reference match",2038,0.276,0.128,-0.02,0.18,0.255,0.362,0.925,"G93","Other disorders of brain","other conditions of brain","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","353","has a reference match",2038,0.222,0.092,-0.049,0.162,0.218,0.275,1,"G54","Nerve root and plexus disorders","nerve root and plexus disorders","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","354","has a reference match",2038,0.262,0.081,0.034,0.208,0.259,0.312,0.773,"G56","Mononeuropathies of upper limb","mononeuritis of upper limb and mononeuritis multiplex","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","355","has a reference match",2038,0.234,0.088,-0.054,0.178,0.23,0.285,0.853,"G57","Mononeuropathies of lower limb","mononeuritis of lower limb and unspecified site","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","356","has a reference match",2038,0.245,0.077,0.017,0.196,0.242,0.29,0.942,"G60","Hereditary and idiopathic neuropathy","hereditary and idiopathic peripheral neuropathy","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","357","has a reference match",2038,0.271,0.087,0.033,0.215,0.267,0.319,0.822,"G61","Inflammatory polyneuropathy","inflammatory and toxic neuropathy","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","358","has a reference match",2038,0.238,0.094,-0.065,0.181,0.237,0.294,0.7,"G71","Primary disorders of muscles","myoneural disorders","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","359","has a reference match",2038,0.259,0.095,-0.001,0.197,0.253,0.315,0.872,"G72","Other myopathies","muscular dystrophies and other myopathies","50","other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","360","has a reference match",2038,0.201,0.099,-0.032,0.135,0.194,0.256,0.989,"H44","Disorders of globe","disorders of the globe","56","other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","361","has a reference match",2038,0.234,0.082,-0.01,0.179,0.235,0.288,0.928,"H33","Retinal detachments and breaks","retinal detachments and defects","57","retinal detachments defects vascular occlusion and retinopathy"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","362","has a reference match",2038,0.243,0.119,-0.039,0.158,0.223,0.316,1,"H35","Other retinal disorders","other retinal disorders","57","retinal detachments defects vascular occlusion and retinopathy"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","363","has a reference match",2038,0.271,0.088,0.034,0.209,0.267,0.325,0.785,"H32","Chorioretinal disorders in diseases classified elsewhere","chorioretinal inflammations scars and other disorders of choroid","56","other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","364","has a reference match",2038,0.204,0.092,-0.097,0.14,0.198,0.256,0.822,"H22","Disorders of iris and ciliary body in diseases classified elsewhere","disorders of iris and ciliary body","56","other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","365","has a reference match",2038,0.243,0.086,-0.023,0.187,0.242,0.297,1,"H40","Glaucoma","glaucoma","58","glaucoma"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","366","has a reference match",2038,0.221,0.089,-0.017,0.161,0.22,0.278,0.813,"H25","Senile cataract","cataract","59","cataract"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","369","has a reference match",2038,0.232,0.079,0.014,0.178,0.225,0.28,0.817,"H54","Visual impairment including blindness (binocular or monocular)","blindness and low vision","60","blindness and vision defects"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","370","has a reference match",2038,0.213,0.089,-0.074,0.157,0.209,0.266,1,"H16","Keratitis","keratitis","56","other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","371","has a reference match",2038,0.271,0.089,0.032,0.215,0.267,0.328,0.798,"H17","Corneal scars and opacities","corneal opacity and other disorders of cornea","56","other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","372","has a reference match",2038,0.164,0.103,-0.046,0.094,0.151,0.221,0.783,"H13","Disorders of conjunctiva in diseases classified elsewhere","disorders of conjunctiva","56","other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","376","has a reference match",2038,0.17,0.096,-0.059,0.105,0.16,0.222,0.995,"H05","Disorders of orbit","disorders of the orbit","56","other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","377","has a reference match",2038,0.197,0.089,-0.006,0.137,0.186,0.242,0.729,"H46","Optic neuritis","disorders of optic nerve and visual pathways","56","other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","379","has a reference match",2038,0.231,0.133,-0.042,0.136,0.207,0.307,0.873,"H57","Other disorders of eye and adnexa","other disorders of eye","56","other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","380","has a reference match",2038,0.231,0.096,-0.072,0.165,0.223,0.288,0.831,"H61","Other disorders of external ear","disorders of external ear","61","other ear and sense organ disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","381","has a reference match",2038,0.275,0.094,0.005,0.209,0.272,0.336,0.752,"H65","Nonsuppurative otitis media","nonsuppurative otitis media and eustachian tube disorders","62","otitis media and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","382","has a reference match",2038,0.241,0.099,-0.051,0.175,0.237,0.302,1,"H66","Suppurative and unspecified otitis media","suppurative and unspecified otitis media","62","otitis media and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","383","has a reference match",2038,0.266,0.088,0.004,0.21,0.265,0.319,1,"H70","Mastoiditis and related conditions","mastoiditis and related conditions","62","otitis media and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","384","has a reference match",2038,0.252,0.12,-0.04,0.165,0.229,0.333,1,"H73","Other disorders of tympanic membrane","other disorders of tympanic membrane","61","other ear and sense organ disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","386","has a reference match",2038,0.283,0.081,0.035,0.23,0.281,0.334,0.855,"H82","Vertiginous syndromes in diseases classified elsewhere","vertiginous syndromes and other disorders of vestibular system","63","conditions associated with dizziness or vertigo"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","389","has a reference match",2038,0.205,0.087,-0.027,0.149,0.202,0.26,0.764,"H91","Other hearing loss","hearing loss","61","other ear and sense organ disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","393","has a reference match",2038,0.21,0.09,-0.038,0.15,0.206,0.263,0.704,"I32","Pericarditis in diseases classified elsewhere","chronic rheumatic pericarditis","64","peri endo and myocarditis cardiomyopathy"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","394","has a reference match",2038,0.192,0.085,-0.079,0.133,0.186,0.244,0.751,"I34","Nonrheumatic mitral valve disorders","diseases of mitral valve","65","heart valve disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","395","has a reference match",2038,0.201,0.08,-0.016,0.146,0.195,0.248,0.771,"I35","Nonrheumatic aortic valve disorders","diseases of aortic valve","65","heart valve disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","396","has a reference match",2038,0.241,0.08,0.018,0.187,0.237,0.289,0.839,"Q23","Congenital malformations of aortic and mitral valves","diseases of mitral and aortic valves","65","heart valve disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","397","has a reference match",2038,0.271,0.106,-0.008,0.197,0.259,0.337,0.719,"I39","Endocarditis and heart valve disorders in diseases classified elsewhere","diseases of other endocardial structures","65","heart valve disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","398","has a reference match",2038,0.283,0.114,0.003,0.199,0.264,0.355,0.995,"I09","Other rheumatic heart diseases","other rheumatic heart disease","64","peri endo and myocarditis cardiomyopathy"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","401","has a reference match",2038,0.226,0.087,-0.043,0.167,0.223,0.283,0.956,"I10","Essential (primary) hypertension","essential hypertension","66","hypertension"
