"track","track_label","model","icd9","group","n","mean","sd","min","q1","median","q3","max","nearest_target","nearest_target_label","icd9_label","ccs_id","ccs_category"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","382","has a reference match",2038,0.329,0.068,0.084,0.287,0.331,0.377,0.652,"H66","Suppurative and unspecified otitis media","suppurative and unspecified otitis media",62,"otitis media and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","383","has a reference match",2038,0.361,0.074,0.095,0.318,0.364,0.408,0.803,"H70","Mastoiditis and related conditions","mastoiditis and related conditions",62,"otitis media and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","384","has a reference match",2038,0.378,0.097,0.097,0.311,0.367,0.446,0.747,"H73","Other disorders of tympanic membrane","other disorders of tympanic membrane",61,"other ear and sense organ disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","386","has a reference match",2038,0.377,0.064,0.156,0.337,0.381,0.42,0.733,"H82","Vertiginous syndromes in diseases classified elsewhere","vertiginous syndromes and other disorders of vestibular system",63,"conditions associated with dizziness or vertigo"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","389","has a reference match",2038,0.334,0.068,0.105,0.293,0.334,0.377,0.641,"H91","Other hearing loss","hearing loss",61,"other ear and sense organ disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","393","has a reference match",2038,0.326,0.073,0.038,0.28,0.327,0.374,0.662,"I30","Acute pericarditis","chronic rheumatic pericarditis",64,"peri endo and myocarditis cardiomyopathy"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","394","has a reference match",2038,0.306,0.072,0.038,0.26,0.305,0.35,0.718,"I34","Nonrheumatic mitral valve disorders","diseases of mitral valve",65,"heart valve disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","395","has a reference match",2038,0.325,0.071,0.06,0.28,0.325,0.369,0.708,"I35","Nonrheumatic aortic valve disorders","diseases of aortic valve",65,"heart valve disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","396","has a reference match",2038,0.358,0.071,0.093,0.314,0.356,0.402,0.68,"Q23","Congenital malformations of aortic and mitral valves","diseases of mitral and aortic valves",65,"heart valve disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","397","has a reference match",2038,0.367,0.08,0.13,0.312,0.361,0.416,0.641,"I39","Endocarditis and heart valve disorders in diseases classified elsewhere","diseases of other endocardial structures",65,"heart valve disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","398","has a reference match",2038,0.37,0.087,0.078,0.308,0.36,0.427,0.795,"I09","Other rheumatic heart diseases","other rheumatic heart disease",64,"peri endo and myocarditis cardiomyopathy"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","401","has a reference match",2038,0.325,0.067,0.1,0.282,0.322,0.366,0.783,"I10","Essential (primary) hypertension","essential hypertension",66,"hypertension"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","402","has a reference match",2038,0.349,0.062,0.131,0.313,0.347,0.384,0.789,"I11","Hypertensive heart disease","hypertensive heart disease",67,"hypertension complications"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","403","has a reference match",2038,0.327,0.066,0.116,0.284,0.326,0.366,0.692,"I12","Hypertensive renal disease","hypertensive chronic kidney disease",67,"hypertension complications"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","404","has a reference match",2038,0.342,0.071,0.089,0.297,0.344,0.386,0.686,"I12","Hypertensive renal disease","hypertensive heart and chronic kidney disease",67,"hypertension complications"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","405","has a reference match",2038,0.33,0.064,0.086,0.289,0.329,0.369,0.802,"I15","Secondary hypertension","secondary hypertension",67,"hypertension complications"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","410","has a reference match",2038,0.316,0.064,0.131,0.274,0.314,0.356,0.749,"I21","Acute myocardial infarction","acute myocardial infarction",68,"acute myocardial infarction"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","411","has a reference match",2038,0.34,0.083,0.12,0.282,0.332,0.392,0.79,"I24","Other acute ischaemic heart diseases","other acute and subacute forms of ischemic heart disease",69,"coronary atherosclerosis and other heart disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","412","has a reference match",2038,0.321,0.061,0.124,0.284,0.318,0.354,0.712,"I21","Acute myocardial infarction","old myocardial infarction",69,"coronary atherosclerosis and other heart disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","413","has a reference match",2038,0.32,0.073,0.082,0.275,0.321,0.367,0.832,"I20","Angina pectoris","angina pectoris",69,"coronary atherosclerosis and other heart disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","414","has a reference match",2038,0.343,0.082,0.099,0.287,0.334,0.393,0.765,"I24","Other acute ischaemic heart diseases","other forms of chronic ischemic heart disease",69,"coronary atherosclerosis and other heart disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","415","has a reference match",2038,0.375,0.067,0.158,0.334,0.375,0.419,0.649,"I27","Other pulmonary heart diseases","acute pulmonary heart disease",70,"pulmonary heart disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","416","has a reference match",2038,0.361,0.069,0.091,0.317,0.361,0.402,0.699,"I27","Other pulmonary heart diseases","chronic pulmonary heart disease",70,"pulmonary heart disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","417","has a reference match",2038,0.358,0.09,0.088,0.291,0.347,0.421,0.728,"I28","Other diseases of pulmonary vessels","other diseases of pulmonary circulation",70,"pulmonary heart disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","423","has a reference match",2038,0.312,0.085,0.064,0.252,0.303,0.369,0.797,"I31","Other diseases of pericardium","other diseases of pericardium",64,"peri endo and myocarditis cardiomyopathy"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","424","has a reference match",2038,0.356,0.079,0.092,0.304,0.35,0.404,0.675,"I43","Cardiomyopathy in diseases classified elsewhere","other diseases of endocardium",65,"heart valve disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","425","has a reference match",2038,0.339,0.072,0.082,0.294,0.34,0.384,0.873,"I42","Cardiomyopathy","cardiomyopathy",64,"peri endo and myocarditis cardiomyopathy"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","426","has a reference match",2038,0.381,0.07,0.14,0.34,0.389,0.429,0.604,"I42","Cardiomyopathy","conduction disorders",71,"conduction disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","427","has a reference match",2038,0.356,0.063,0.125,0.316,0.358,0.399,0.631,"I49","Other cardiac arrhythmias","cardiac dysrhythmias",72,"cardiac dysrhythmias arrest chf and ventricular fibrillation"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","428","has a reference match",2038,0.374,0.067,0.122,0.331,0.374,0.415,0.679,"I50","Heart failure","heart failure",72,"cardiac dysrhythmias arrest chf and ventricular fibrillation"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","429","has a reference match",2038,0.381,0.069,0.126,0.339,0.385,0.428,0.713,"I51","Complications and ill-defined descriptions of heart disease","illdefined descriptions and complications of heart disease",73,"other and illdefined heart disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","430","has a reference match",2038,0.304,0.073,0.051,0.257,0.302,0.352,0.662,"I60","Subarachnoid haemorrhage","subarachnoid hemorrhage",74,"acute cerebrovascular disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","431","has a reference match",2038,0.298,0.066,0.045,0.253,0.295,0.339,0.673,"I61","Intracerebral haemorrhage","intracerebral hemorrhage",74,"acute cerebrovascular disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","432","has a reference match",2038,0.333,0.086,0.102,0.268,0.327,0.398,0.683,"I62","Other nontraumatic intracranial haemorrhage","other and unspecified intracranial hemorrhage",74,"acute cerebrovascular disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","433","has a reference match",2038,0.324,0.059,0.081,0.286,0.326,0.363,0.691,"I65","Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction","occlusion and stenosis of precerebral arteries",74,"acute cerebrovascular disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","434","has a reference match",2038,0.321,0.06,0.109,0.282,0.32,0.358,0.586,"H34","Retinal vascular occlusions","occlusion of cerebral arteries",74,"acute cerebrovascular disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","435","has a reference match",2038,0.323,0.068,0.119,0.277,0.32,0.365,0.639,"I21","Acute myocardial infarction","transient cerebral ischemia",75,"transient cerebral ischemia"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","436","has a reference match",2038,0.361,0.059,0.134,0.324,0.361,0.398,0.635,"I67","Other cerebrovascular diseases","acute but illdefined cerebrovascular disease",74,"acute cerebrovascular disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","437","has a reference match",2038,0.393,0.075,0.16,0.34,0.386,0.445,0.752,"I67","Other cerebrovascular diseases","other and illdefined cerebrovascular disease",76,"other and illdefined cerebrovascular disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","438","has a reference match",2038,0.367,0.064,0.153,0.326,0.366,0.406,0.647,"I69","Sequelae of cerebrovascular disease","late effects of cerebrovascular disease",76,"other and illdefined cerebrovascular disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","440","has a reference match",2038,0.333,0.067,0.098,0.293,0.336,0.377,0.761,"I70","Atherosclerosis","atherosclerosis",77,"other circulatory disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","441","has a reference match",2038,0.33,0.063,0.093,0.29,0.333,0.373,0.756,"I71","Aortic aneurysm and dissection","aortic aneurysm and dissection",77,"other circulatory disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","442","has a reference match",2038,0.345,0.07,0.117,0.296,0.341,0.39,0.634,"I72","Other aneurysm and dissection","other aneurysm",77,"other circulatory disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","443","has a reference match",2038,0.369,0.079,0.124,0.314,0.362,0.421,0.735,"I73","Other peripheral vascular diseases","other peripheral vascular disease",77,"other circulatory disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","444","has a reference match",2038,0.356,0.062,0.128,0.314,0.354,0.395,0.679,"I74","Arterial embolism and thrombosis","arterial embolism and thrombosis",78,"aortic and peripheral arterial embolism or thrombosis"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","445","no reference match",2038,0.342,0.065,0.105,0.299,0.341,0.384,0.617,"I74","Arterial embolism and thrombosis","atheroembolism",78,"aortic and peripheral arterial embolism or thrombosis"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","446","has a reference match",2038,0.373,0.075,0.091,0.324,0.381,0.425,0.687,"M30","Polyarteritis nodosa and related conditions","polyarteritis nodosa and allied conditions",77,"other circulatory disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","447","has a reference match",2038,0.347,0.085,0.073,0.288,0.338,0.402,0.794,"I77","Other disorders of arteries and arterioles","other disorders of arteries and arterioles",77,"other circulatory disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","448","has a reference match",2038,0.292,0.081,0.015,0.238,0.296,0.345,0.818,"I78","Diseases of capillaries","disease of capillaries",77,"other circulatory disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","453","has a reference match",2038,0.338,0.077,0.139,0.282,0.334,0.391,0.736,"I82","Other venous embolism and thrombosis","other venous embolism and thrombosis",79,"phlebitis thrombophlebitis and thromboembolism"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","456","has a reference match",2038,0.279,0.076,0.048,0.225,0.278,0.328,0.713,"I86","Varicose veins of other sites","varicose veins of other sites",80,"other diseases of veins and lymphatics"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","457","has a reference match",2038,0.297,0.078,0.056,0.249,0.298,0.347,0.669,"I89","Other noninfective disorders of lymphatic vessels and lymph nodes","noninfectious disorders of lymphatic channels",80,"other diseases of veins and lymphatics"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","459","has a reference match",2038,0.34,0.095,0.092,0.27,0.323,0.405,0.768,"I99","Other and unspecified disorders of circulatory system","other disorders of circulatory system",80,"other diseases of veins and lymphatics"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","472","has a reference match",2038,0.372,0.067,0.133,0.33,0.373,0.415,0.605,"J31","Chronic rhinitis, nasopharyngitis and pharyngitis","chronic pharyngitis and nasopharyngitis",81,"other upper respiratory disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","473","has a reference match",2038,0.336,0.068,0.09,0.292,0.336,0.377,0.777,"J32","Chronic sinusitis","chronic sinusitis",82,"other upper respiratory infections"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","474","has a reference match",2038,0.368,0.071,0.145,0.321,0.371,0.418,0.693,"J35","Chronic diseases of tonsils and adenoids","chronic disease of tonsils and adenoids",83,"acute and chronic tonsillitis"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","476","has a reference match",2038,0.375,0.074,0.137,0.329,0.376,0.424,0.707,"J37","Chronic laryngitis and laryngotracheitis","chronic laryngitis and laryngotracheitis",81,"other upper respiratory disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","477","has a reference match",2038,0.313,0.07,0.077,0.265,0.314,0.357,0.56,"J45","Asthma","allergic rhinitis",81,"other upper respiratory disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","478","has a reference match",2038,0.358,0.093,0.066,0.291,0.348,0.42,0.734,"J39","Other diseases of upper respiratory tract","other diseases of upper respiratory tract",81,"other upper respiratory disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","491","has a reference match",2038,0.336,0.068,0.117,0.289,0.337,0.379,0.779,"J42","Unspecified chronic bronchitis","chronic bronchitis",84,"chronic obstructive pulmonary disease copd"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","492","has a reference match",2038,0.358,0.071,0.115,0.315,0.361,0.407,0.742,"J43","Emphysema","emphysema",84,"chronic obstructive pulmonary disease copd"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","493","has a reference match",2038,0.348,0.068,0.123,0.304,0.35,0.392,0.795,"J45","Asthma","asthma",85,"asthma"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","494","has a reference match",2038,0.345,0.072,0.07,0.301,0.346,0.391,0.772,"J47","Bronchiectasis","bronchiectasis",84,"chronic obstructive pulmonary disease copd"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","495","has a reference match",2038,0.358,0.075,0.121,0.311,0.36,0.408,0.657,"J45","Asthma","extrinsic allergic alveolitis",86,"lung disease due to external agents"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","496","has a reference match",2038,0.362,0.072,0.101,0.313,0.36,0.413,0.62,"J44","Other chronic obstructive pulmonary disease","chronic airway obstruction not elsewhere classified",84,"chronic obstructive pulmonary disease copd"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","500","has a reference match",2038,0.304,0.075,0.074,0.255,0.301,0.35,0.777,"J60","Coalworker's pneumoconiosis","coal workers pneumoconiosis",86,"lung disease due to external agents"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","501","has a reference match",2038,0.345,0.07,0.111,0.301,0.35,0.393,0.643,"J61","Pneumoconiosis due to asbestos and other mineral fibres","asbestosis",86,"lung disease due to external agents"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","502","has a reference match",2038,0.304,0.07,0.057,0.259,0.307,0.351,0.72,"J62","Pneumoconiosis due to dust containing silica","pneumoconiosis due to other silica or silicates",86,"lung disease due to external agents"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","503","has a reference match",2038,0.318,0.079,0.078,0.265,0.318,0.368,0.758,"J63","Pneumoconiosis due to other inorganic dusts","pneumoconiosis due to other inorganic dust",86,"lung disease due to external agents"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","504","has a reference match",2038,0.341,0.089,0.025,0.281,0.338,0.402,0.666,"J63","Pneumoconiosis due to other inorganic dusts","pneumonopathy due to inhalation of other dust",86,"lung disease due to external agents"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","505","has a reference match",2038,0.326,0.071,0.125,0.279,0.326,0.372,0.732,"J64","Unspecified pneumoconiosis","pneumoconiosis unspecified",86,"lung disease due to external agents"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","506","has a reference match",2038,0.328,0.076,0.082,0.275,0.328,0.376,0.618,"J68","Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours","respiratory conditions due to chemical fumes and vapors",86,"lung disease due to external agents"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","508","has a reference match",2038,0.352,0.098,0.008,0.282,0.345,0.423,0.691,"Q34","Other congenital malformations of respiratory system","respiratory conditions due to other and unspecified external agents",86,"lung disease due to external agents"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","512","has a reference match",2038,0.347,0.066,0.127,0.302,0.346,0.393,0.628,"J93","Pneumothorax","pneumothorax and air leak",87,"other lower respiratory disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","514","has a reference match",2038,0.356,0.068,0.15,0.311,0.354,0.4,0.622,"J45","Asthma","pulmonary congestion and hypostasis",87,"other lower respiratory disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","515","no reference match",2038,0.369,0.071,0.115,0.324,0.37,0.417,0.612,"J60","Coalworker's pneumoconiosis","postinflammatory pulmonary fibrosis",87,"other lower respiratory disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","516","has a reference match",2038,0.399,0.075,0.157,0.348,0.397,0.451,0.624,"G58","Other mononeuropathies","other alveolar and parietoalveolar pneumonopathy",87,"other lower respiratory disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","517","has a reference match",2038,0.36,0.092,0.112,0.29,0.351,0.429,0.634,"Q34","Other congenital malformations of respiratory system","lung involvement in conditions classified elsewhere",87,"other lower respiratory disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","518","has a reference match",2038,0.351,0.096,0.077,0.28,0.336,0.417,0.691,"J98","Other respiratory disorders","other diseases of lung",88,"respiratory failure pulmonary collapse"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","523","has a reference match",2038,0.393,0.069,0.172,0.351,0.396,0.44,0.634,"K05","Gingivitis and periodontal diseases","gingival and periodontal diseases",89,"disorders of teeth and jaw"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","525","has a reference match",2038,0.373,0.092,0.125,0.307,0.361,0.433,0.685,"K08","Other disorders of teeth and supporting structures","other diseases and conditions of the teeth and supporting structures",89,"disorders of teeth and jaw"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","530","has a reference match",2038,0.337,0.074,0.073,0.284,0.33,0.387,0.653,"K22","Other diseases of oesophagus","diseases of oesophagus",90,"esophageal disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","531","has a reference match",2038,0.305,0.062,0.085,0.263,0.302,0.344,0.657,"K25","Gastric ulcer","gastric ulcer",91,"gasduo ulcer without hemorrhage"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","532","has a reference match",2038,0.306,0.063,0.053,0.264,0.305,0.348,0.723,"K26","Duodenal ulcer","duodenal ulcer",91,"gasduo ulcer without hemorrhage"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","533","has a reference match",2038,0.302,0.064,0.035,0.262,0.299,0.343,0.566,"Y53","Agents primarily affecting the gastrointestinal system","peptic ulcer site unspecified",91,"gasduo ulcer without hemorrhage"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","534","has a reference match",2038,0.319,0.065,0.084,0.275,0.317,0.359,0.73,"K28","Gastrojejunal ulcer","gastrojejunal ulcer",91,"gasduo ulcer without hemorrhage"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","535","has a reference match",2038,0.344,0.078,0.085,0.295,0.345,0.394,0.675,"K29","Gastritis and duodenitis","gastritis and duodenitis",92,"gastritis and duodenitis"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","537","has a reference match",2038,0.36,0.098,0.034,0.291,0.347,0.419,0.716,"K31","Other diseases of stomach and duodenum","other diseases of stomach and duodenum",93,"other disorders of stomach and duodenum"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","555","has a reference match",2038,0.346,0.076,0.129,0.294,0.344,0.39,0.822,"K50","Crohn's disease [regional enteritis]","regional enteritis",94,"regional enteritis and ulcerative colitis"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","556","has a reference match",2038,0.315,0.068,0.116,0.272,0.312,0.353,0.781,"K51","Ulcerative colitis","ulcerative colitis",94,"regional enteritis and ulcerative colitis"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","557","has a reference match",2038,0.381,0.071,0.18,0.335,0.379,0.425,0.783,"K55","Vascular disorders of intestine","vascular insufficiency of intestine",77,"other circulatory disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","558","has a reference match",2038,0.352,0.084,0.129,0.292,0.342,0.407,0.769,"A09","Other gastroenteritis and colitis of infectious and unspecified origin","other and unspecified noninfectious gastroenteritis and colitis",95,"noninfectious gastroenteritis"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","562","has a reference match",2038,0.289,0.063,0.096,0.247,0.289,0.328,0.668,"K57","Diverticular disease of intestine","diverticula of intestine",96,"diverticulosis and diverticulitis"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","564","has a reference match",2038,0.358,0.089,0.105,0.298,0.352,0.415,0.734,"K59","Other functional intestinal disorders","functional digestive disorders not elsewhere classified",97,"other gastrointestinal disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","571","has a reference match",2038,0.368,0.068,0.148,0.322,0.368,0.414,0.631,"K74","Fibrosis and cirrhosis of liver","chronic liver disease and cirrhosis",98,"hepatitis and other liver diseases"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","572","has a reference match",2038,0.388,0.065,0.179,0.347,0.39,0.434,0.578,"B94","Sequelae of other and unspecified infectious and parasitic diseases","liver abscess and sequelae of chronic liver disease",98,"hepatitis and other liver diseases"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","573","has a reference match",2038,0.363,0.094,0.076,0.298,0.35,0.423,0.756,"K76","Other diseases of liver","other diseases of liver",98,"hepatitis and other liver diseases"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","575","has a reference match",2038,0.353,0.094,0.058,0.285,0.339,0.414,0.738,"K82","Other diseases of gallbladder","other disorders of gallbladder",99,"biliary tract disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","576","has a reference match",2038,0.357,0.092,0.067,0.291,0.343,0.418,0.734,"K83","Other diseases of biliary tract","other disorders of biliary tract",99,"biliary tract disease"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","577","has a reference match",2038,0.339,0.079,0.084,0.286,0.338,0.391,0.689,"K86","Other diseases of pancreas","diseases of pancreas",100,"pancreatic disorders excluding diabetes"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","579","has a reference match",2038,0.367,0.073,0.13,0.317,0.364,0.412,0.705,"K90","Intestinal malabsorption","intestinal malabsorption",97,"other gastrointestinal disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","581","has a reference match",2038,0.351,0.078,0.092,0.301,0.352,0.401,0.825,"N04","Nephrotic syndrome","nephrotic syndrome",101,"chronic kideny disease and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","582","has a reference match",2038,0.324,0.077,0.052,0.275,0.323,0.374,0.707,"N18","Chronic kidney disease","chronic glomerulonephritis",101,"chronic kideny disease and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","583","has a reference match",2038,0.372,0.073,0.096,0.328,0.371,0.416,0.645,"N08","Glomerular disorders in diseases classified elsewhere","nephritis and nephropathy not specified as acute or chronic",101,"chronic kideny disease and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","585","has a reference match",2038,0.344,0.075,0.086,0.293,0.346,0.395,0.766,"N18","Chronic kidney disease","chronic kidney disease",101,"chronic kideny disease and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","586","has a reference match",2038,0.344,0.072,0.1,0.298,0.345,0.39,0.657,"N19","Unspecified kidney failure","renal failure unspecified",101,"chronic kideny disease and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","587","has a reference match",2038,0.319,0.073,0.044,0.273,0.32,0.367,0.631,"N18","Chronic kidney disease","renal sclerosis unspecified",101,"chronic kideny disease and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","588","has a reference match",2038,0.331,0.074,0.048,0.282,0.331,0.38,0.626,"N18","Chronic kidney disease","disorders resulting from impaired renal function",102,"other diseases of kidney and ureters"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","590","has a reference match",2038,0.332,0.075,0.068,0.288,0.329,0.375,0.584,"N23","Unspecified renal colic","infections of kidney",103,"urinary tract infections"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","595","has a reference match",2038,0.324,0.079,0.056,0.275,0.324,0.372,0.803,"N30","Cystitis","cystitis",103,"urinary tract infections"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","596","has a reference match",2038,0.348,0.095,0.093,0.282,0.336,0.41,0.769,"N32","Other disorders of bladder","other disorders of bladder",104,"other diseases of bladder and urethra"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","599","has a reference match",2038,0.325,0.101,0.074,0.252,0.307,0.394,0.794,"N36","Other disorders of urethra","other disorders of urethra and urinary tract",104,"other diseases of bladder and urethra"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","600","has a reference match",2038,0.299,0.075,0.042,0.252,0.304,0.348,0.844,"N40","Hyperplasia of prostate","hyperplasia of prostate",105,"hyperplasia of prostate"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","601","has a reference match",2038,0.339,0.072,0.082,0.296,0.341,0.384,0.775,"N41","Inflammatory diseases of prostate","inflammatory diseases of prostate",106,"other male genital disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","607","has a reference match",2038,0.311,0.073,0.067,0.264,0.313,0.36,0.735,"N48","Other disorders of penis","disorders of penis",106,"other male genital disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","610","has a reference match",2038,0.331,0.075,0.061,0.282,0.336,0.381,0.732,"N60","Benign mammary dysplasia","benign mammary dysplasias",107,"nonmalignant breast conditions"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","614","has a reference match",2038,0.345,0.065,0.128,0.302,0.345,0.386,0.64,"N71","Inflammatory disease of uterus, except cervix","inflammatory disease of ovary fallopian tube pelvic cellular tissue and peritoneum",108,"other female genital disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","615","has a reference match",2038,0.358,0.071,0.096,0.309,0.358,0.405,0.783,"N71","Inflammatory disease of uterus, except cervix","inflammatory diseases of uterus except cervix",108,"other female genital disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","617","has a reference match",2038,0.336,0.066,0.075,0.296,0.34,0.379,0.77,"N80","Endometriosis","endometriosis",108,"other female genital disorders"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","618","has a reference match",2038,0.369,0.064,0.155,0.327,0.368,0.411,0.754,"N81","Female genital prolapse","genital prolapse",110,"prolapse of female genital organs"
"10_9","ICD-9-CM to ICD-10-CA","SapBERT","619","has a reference match",2038,0.215,0.061,0.027,0.173,0.213,0.253,0.723,"N82","Fistulae involving female genital tract","fistula involving female genital tract",108,"other female genital disorders"
